Date;Series1;Series2;Series3
15/10/15;96.20450431;161.6179269;191.6056785
14/10/15;94.45647075;156.1476828;188.0397509
13/10/15;81.77061523;161.4737791;185.1009135
12/10/15;95.35756046;165.0941135;190.06246
09/10/15;92.58028642;159.3352655;182.8214444
08/10/15;91.64775932;151.9403545;188.575987
07/10/15;90.30545875;150.7467538;189.7871777
06/10/15;84.23479892;156.2786756;183.9501041
05/10/15;79.03650627;152.3723276;188.6464387
02/10/15;94.90654352;151.1467722;188.0576957
01/10/15;77.65865599;144.6096245;189.9279663
30/09/15;76.30980466;151.8464659;177.6031623
29/09/15;90.50493856;153.9628644;175.0432132
28/09/15;75.72654498;147.0992339;178.4795442
25/09/15;94.88447453;152.1791511;189.7833909
24/09/15;82.66162802;157.275567;183.0288155
23/09/15;83.51605772;144.9911486;191.5421711
22/09/15;74.96418175;150.6731395;184.4921112
21/09/15;88.47706189;152.5070591;195.9555081
18/09/15;79.64702172;154.9032287;194.3698041
17/09/15;79.68846398;163.5299097;192.7820898
16/09/15;81.20128068;162.3056355;198.8789208
15/09/15;82.11633124;150.6159102;191.4850786
14/09/15;73.99372557;151.0647945;193.3027765
11/09/15;74.74804248;155.1472607;191.8483169
10/09/15;90.34544937;159.2216329;195.2076145
09/09/15;74.20855723;150.6699272;191.2003371
08/09/15;81.99412675;160.30199;188.8779672
04/09/15;74.04234904;144.2275747;185.8690105
03/09/15;78.37295064;157.2803842;197.6908835
02/09/15;89.827266;151.129912;192.6705833
01/09/15;84.16181976;147.7955732;186.1073317
31/08/15;84.22168336;159.7733343;191.8092665
28/08/15;77.48058768;153.1787618;195.3063007
27/08/15;79.45148736;149.8773912;195.6082981
26/08/15;83.88031263;152.923125;194.6416747
25/08/15;84.00443354;152.1703538;182.4430042
24/08/15;88.90329389;149.4196115;183.5679832
21/08/15;79.09626552;160.1531504;194.9697695
20/08/15;84.82286826;153.3471153;206.1340304
19/08/15;85.62600447;155.6605598;208.7392697
18/08/15;91.34518269;167.2234274;211.4573823
17/08/15;79.78195167;168.8252407;205.7071415
14/08/15;81.73074066;167.3010384;214.2248357
13/08/15;87.4648357;155.0573043;209.6865698
12/08/15;93.41280653;160.8738735;207.841575
11/08/15;90.98819993;166.4717926;210.6791349
10/08/15;86.28116406;167.3863569;209.1121295
07/08/15;96.29504749;160.8538157;213.9893717
06/08/15;96.64965509;158.1690707;215.7174981
05/08/15;78.88280823;157.8887473;216.757563
04/08/15;98.7888057;163.6022826;210.2206967
03/08/15;95.68742137;166.4975698;212.7903188
31/07/15;99.55376445;160.6118366;212.7971203
30/07/15;96.94402651;172.3360811;213.812541
29/07/15;93.06976245;165.0086303;214.1565682
28/07/15;88.41557904;166.2712336;211.2480351
27/07/15;93.02116942;164.3121244;217.008721
24/07/15;90.87555108;157.989798;210.1832096
23/07/15;90.22288557;175.3513021;220.3998212
22/07/15;96.54713478;172.6451782;220.2831761
21/07/15;99.10956954;174.6157377;220.7107511
20/07/15;101.8199448;172.4520477;224.5191269
17/07/15;97.91870801;174.0647721;215.9299596
16/07/15;92.69756152;183.6432589;221.8560234
15/07/15;93.53685878;181.5871153;222.3158486
14/07/15;102.9482048;173.9751014;216.3013349
13/07/15;98.03327834;169.7072744;222.7608866
10/07/15;84.40242673;174.2241447;214.0229833
09/07/15;88.22390817;176.1468288;211.524206
08/07/15;94.87310176;161.6967104;212.2983374
07/07/15;103.3425144;166.2063776;212.2088182
06/07/15;93.25402965;166.6844835;218.8273581
02/07/15;83.04646852;172.4627622;221.5590706
01/07/15;95.49885106;177.6032104;216.2708395
30/06/15;99.59308392;160.8605395;211.8529639
29/06/15;93.04182692;168.6735912;214.2491431
26/06/15;83.41384031;166.7098488;220.233675
25/06/15;92.43361962;170.2114011;219.7074255
24/06/15;102.2356658;165.5707218;224.7190573
23/06/15;98.65744269;181.8455098;226.4785182
22/06/15;84.36364028;168.8822646;218.726354
19/06/15;97.07450143;171.6398928;223.6138116
18/06/15;93.930518;167.7455708;220.3651768
17/06/15;90.30355695;172.2512104;224.1862933
16/06/15;85.51319566;170.6186103;223.95903
15/06/15;92.00466202;175.4033118;220.7954156
12/06/15;98.28160058;173.6592248;221.6326844
11/06/15;96.81353158;178.0768937;221.6654
10/06/15;99.5396276;170.308014;220.5769376
09/06/15;83.50098596;164.6404819;219.786254
08/06/15;97.66336377;170.8552947;220.6949076
05/06/15;91.36759447;178.4075569;216.899649
04/06/15;82.1078541;177.9881779;212.5972965
03/06/15;93.51445968;183.086037;211.8925428
02/06/15;91.57726742;169.4220017;212.3030385
01/06/15;82.37499625;168.6914512;213.380112
29/05/15;99.62684962;180.7557424;215.1474013
28/05/15;100.8463583;173.064267;216.4863013
27/05/15;89.02364428;182.7543113;216.6609183
26/05/15;83.15525808;168.9137048;212.9816828
22/05/15;83.2259736;173.839691;216.7458858
21/05/15;84.42582045;173.4160164;213.8536893
20/05/15;96.13480253;177.9171294;208.5191437
19/05/15;98.36561924;182.0158594;208.9519017
18/05/15;91.74048519;184.3180256;211.3015788
15/05/15;99.96816878;183.0943701;206.6414785
14/05/15;99.58354913;183.9521253;206.8113322
13/05/15;88.34886182;181.2701478;208.3107036
12/05/15;93.00112285;176.6336259;206.6578358
11/05/15;87.66746998;182.515055;205.155531
08/05/15;85.21978015;178.9613598;209.3290275
07/05/15;102.382552;182.4380929;209.719434
06/05/15;100.9165448;170.4618261;202.2646447
05/05/15;95.64146104;174.8736249;199.2330937
04/05/15;94.54676917;185.2447991;202.6168111
01/05/15;92.98398975;178.311703;204.2649636
30/04/15;97.92828328;168.5738724;206.5734421
29/04/15;91.7692471;171.5662501;207.6624265
28/04/15;97.9351303;174.5143706;203.3165964
27/04/15;86.45385832;179.3032108;206.1730105
24/04/15;94.26020948;176.4558312;207.7018507
23/04/15;93.39397232;177.5278436;206.5400178
22/04/15;91.35121652;171.9107612;209.2452458
21/04/15;99.42697423;176.5891612;207.2229743
20/04/15;86.33016225;166.6119577;205.0489606
17/04/15;88.99461479;163.9751209;201.1163804
16/04/15;101.2297465;168.451002;204.599369
15/04/15;87.19565416;171.8737648;206.9290479
14/04/15;103.4150182;170.6856507;200.7972419
13/04/15;89.30917477;174.5602972;206.5593212
10/04/15;99.55753443;174.4625465;202.427951
09/04/15;91.23878564;171.1074089;201.1171682
08/04/15;89.20505588;160.6592355;199.7475026
07/04/15;85.80037785;161.3762626;194.613288
06/04/15;97.2174337;173.8293925;195.929384
02/04/15;93.31841202;168.2803542;201.3526262
01/04/15;90.07712727;166.2625641;200.0901974
31/03/15;90.98719855;167.7027289;195.4409343
30/03/15;83.94211254;170.5201282;200.1057141
27/03/15;97.85549582;167.7602227;196.3735684
26/03/15;84.56905622;167.643019;193.8065841
25/03/15;86.86073805;166.5062281;189.3830092
24/03/15;86.48108084;169.7081028;200.9195519
23/03/15;88.58294324;169.4568223;196.5458031
20/03/15;104.8980974;160.6330107;203.3887473
19/03/15;94.21896701;167.0464211;193.7126014
18/03/15;95.92409784;171.7663681;200.1469607
17/03/15;104.6373571;165.6856147;196.1246406
16/03/15;92.18212948;159.7850139;193.919552
13/03/15;86.54737313;164.8874022;196.185145
12/03/15;101.4352942;158.9093309;193.1321074
11/03/15;97.29829058;153.9972323;196.1580489
10/03/15;92.29068236;158.4150993;191.1632463
09/03/15;86.50478273;168.484902;193.0081888
06/03/15;84.42593593;171.2398685;195.132061
05/03/15;92.35448909;168.6719585;197.5728072
04/03/15;91.97828585;165.632142;194.0059784
03/03/15;91.85700467;164.5202217;194.93407
02/03/15;92.78322191;165.2808825;202.9988801
27/02/15;86.76540531;166.579215;196.0837704
26/02/15;96.1186506;166.5414266;196.6146594
25/02/15;102.3324236;167.0464466;196.1217564
24/02/15;94.51731929;167.8338157;201.2767942
23/02/15;91.50596314;165.8632419;191.9390898
20/02/15;87.11173462;168.4249741;193.9572648
19/02/15;99.79068037;164.7592079;192.8347135
18/02/15;100.5883664;165.7163521;195.6214153
17/02/15;91.64113666;172.7977058;198.9633805
13/02/15;89.84294708;159.6150464;197.1466172
12/02/15;91.34342135;157.6608248;201.3165789
11/02/15;93.75677889;161.5257542;192.7273411
10/02/15;88.30939012;162.2390279;193.443674
09/02/15;104.2890598;158.2022655;183.6124139
06/02/15;94.5406396;165.8876264;190.9735765
05/02/15;106.5885094;163.4451271;190.6097975
04/02/15;93.19050031;153.0876774;189.1001468
03/02/15;91.72543093;156.9754593;183.8077114
02/02/15;101.1905958;150.6683466;180.0800432
30/01/15;86.95345837;151.0972374;180.6476757
29/01/15;97.23385833;158.9874648;181.5778482
28/01/15;96.41320456;155.0563888;177.3550853
27/01/15;96.15152584;158.5076666;179.0379253
26/01/15;98.27650919;165.8251594;182.0091293
23/01/15;97.31563285;155.7599078;184.3840927
22/01/15;96.73378871;163.9797946;190.3779132
21/01/15;102.1740109;156.5855485;180.0384523
20/01/15;110.2803853;153.4538369;181.7014086
16/01/15;109.1422728;166.7186502;183.0558847
15/01/15;104.1631434;152.6189761;187.2453627
14/01/15;107.8024031;153.6202972;189.0930192
13/01/15;91.689968;164.8015177;190.4323317
12/01/15;107.6230714;154.3110353;195.156279
09/01/15;99.34515853;165.2144449;189.9976623
08/01/15;96.0123433;158.0471708;200.747256
07/01/15;103.3468693;165.9364706;198.1321731
06/01/15;103.2690709;162.0666714;195.5415147
05/01/15;109.7223647;155.9753138;198.5242273
02/01/15;110.2411292;173.3116597;198.0413503
31/12/14;95.89027936;160.2807024;195.0117536
30/12/14;94.4833892;158.2339017;201.1383862
29/12/14;105.5138773;162.9272517;198.5227648
26/12/14;100.7542078;164.4237912;204.3666847
24/12/14;94.01112799;159.5824904;205.5323142
23/12/14;95.48328951;160.697202;205.4757924
22/12/14;101.0459556;158.1764487;197.5260117
19/12/14;108.095119;163.4754583;200.5916644
18/12/14;93.31962578;160.8010738;196.7062142
17/12/14;103.9690015;158.2081446;191.114154
16/12/14;104.769163;162.8531925;190.954658
15/12/14;106.0241972;164.2237669;196.1171977
12/12/14;94.35672851;161.1870596;191.0318141
11/12/14;108.5180469;156.9944641;196.9989212
10/12/14;104.0842346;160.0149073;201.9048365
09/12/14;93.33318166;172.5903979;203.9391833
08/12/14;107.1567818;165.2947317;203.866263
05/12/14;100.8079069;170.5838491;199.7472278
04/12/14;90.65136645;159.8559527;203.3247743
03/12/14;98.54230576;171.4901477;195.7197724
02/12/14;107.0842675;160.5298928;199.047598
01/12/14;97.96936222;162.1337391;197.635247
28/11/14;91.07919948;169.1085187;192.9324531
26/11/14;89.21211725;166.2640117;196.8351473
25/11/14;105.3799663;158.5692422;191.1882281
24/11/14;107.5970222;173.473114;191.2417066
21/11/14;97.60948576;169.1994864;191.795537
20/11/14;98.89461903;157.1949628;200.2810304
19/11/14;94.39701335;172.8048446;195.0853216
18/11/14;91.43333431;165.449271;198.4016312
17/11/14;102.8084553;161.812066;194.9694571
14/11/14;102.1679495;174.1654161;190.5705654
13/11/14;94.11799691;159.1284109;198.6842134
12/11/14;92.09712835;167.2029544;194.0010769
11/11/14;105.0088074;174.4526812;195.8244748
10/11/14;92.50725781;169.1552996;198.0993909
07/11/14;91.08551589;167.8456184;201.3577436
06/11/14;94.44838262;164.5147522;191.7859201
05/11/14;94.13141633;158.3213607;198.554735
04/11/14;93.5554607;164.618853;197.9377458
03/11/14;101.4581912;161.4306922;192.2250184
31/10/14;92.07978714;162.2151498;193.4838957
30/10/14;103.1999443;161.177032;190.784713
29/10/14;104.8694108;162.5519767;188.3519613
28/10/14;104.4534735;161.3037314;196.2457222
27/10/14;92.01347125;170.5491427;190.9404325
24/10/14;89.93402856;170.3271318;184.9123004
23/10/14;88.95978677;171.9377924;187.0535607
22/10/14;97.85170006;171.6172286;183.7298002
21/10/14;99.16920055;160.6094417;182.7550789
20/10/14;91.60855165;168.2762544;187.6568711
17/10/14;100.6389233;183.6282213;182.5785752
16/10/14;84.34728175;176.5289108;183.8072217
15/10/14;85.98054122;181.0155226;183.3370422
14/10/14;91.38124032;177.6400253;189.5821523
13/10/14;90.38443473;180.2823905;187.9495289
10/10/14;100.3119607;180.4533408;181.9480628
09/10/14;89.49736053;185.8225848;188.9438735
08/10/14;92.56042085;185.1214402;197.4813675
07/10/14;84.58227491;194.2219317;188.8233643
06/10/14;84.60119173;183.275169;194.3366553
03/10/14;91.03747716;185.4076884;196.1604825
02/10/14;98.06943014;192.309641;187.7991013
01/10/14;88.84186474;189.5137951;184.1555078
30/09/14;93.41522489;195.1591058;194.9897305
29/09/14;100.4288169;186.9249508;186.1040731
26/09/14;86.6003498;190.3846857;190.8516173
25/09/14;100.2923483;191.4086524;188.8641747
24/09/14;93.3854928;188.0798649;197.134018
23/09/14;93.95344259;195.5285673;189.5058868
22/09/14;94.1500601;197.324185;191.8265511
19/09/14;96.62509697;187.0551026;187.0394817
18/09/14;100.1010769;186.4800829;189.6372245
17/09/14;92.88270975;191.4915943;188.5743583
16/09/14;95.18020191;190.146499;188.3061136
15/09/14;94.99391357;188.1971479;188.5548886
12/09/14;96.09473382;186.7773934;192.53217
11/09/14;84.25901458;197.5486383;185.3626726
10/09/14;92.36987256;197.7040213;183.6541581
09/09/14;98.0300648;184.3321018;185.3361116
08/09/14;98.82579119;183.9369007;191.6355733
05/09/14;84.73050343;194.1343398;184.3182867
04/09/14;91.91142443;198.0453646;183.2512835
03/09/14;86.90965649;194.3770187;189.3652969
02/09/14;100.3495807;194.1656861;190.8655705
29/08/14;95.88800536;200.19531;190.0275631
28/08/14;102.1261093;199.4625689;180.3685747
27/08/14;83.34108312;200.6351246;187.1173451
26/08/14;91.06132259;186.9818217;180.9124378
25/08/14;101.831877;196.4343936;184.2257649
22/08/14;102.9265199;187.9857115;176.9651387
21/08/14;101.3063084;189.8611542;185.575549
20/08/14;98.23295444;191.9482567;176.489791
19/08/14;98.55322961;185.2305236;179.2378612
18/08/14;101.3243453;194.5303337;183.0846754
15/08/14;96.09148326;194.8845427;176.2518022
14/08/14;84.46474828;195.3404543;175.6934739
13/08/14;99.87228545;190.809035;180.2275698
12/08/14;99.74351058;183.0304086;181.7341303
11/08/14;81.87489171;190.6393121;179.0445213
08/08/14;88.44138819;187.457637;173.9926984
07/08/14;87.0810783;189.5786;179.7775592
06/08/14;82.36678211;194.6056937;172.1927825
05/08/14;88.44567129;190.7784291;170.2030882
04/08/14;95.37483006;184.1960286;178.5171578
01/08/14;92.90785865;191.2568293;179.3154227
31/07/14;84.38229163;198.3221868;178.4816443
30/07/14;86.90885541;196.5938445;177.3386009
29/07/14;95.99498962;186.3494263;180.8610434
28/07/14;95.29032995;201.4641845;182.2575989
25/07/14;92.3756746;197.9447672;180.2799572
24/07/14;91.19817112;197.1817123;183.4891075
23/07/14;98.72780912;191.8026929;181.6904972
22/07/14;84.48472047;188.416481;185.7555075
21/07/14;89.76983329;196.0480776;175.2343132
18/07/14;91.39098116;190.1743788;178.6683324
17/07/14;99.44938786;188.0632668;180.1136485
16/07/14;91.23414996;193.3551485;170.9048746
15/07/14;86.38182778;190.4270544;176.6072334
14/07/14;90.83558979;188.9163031;169.1258709
11/07/14;95.34413924;189.1919391;169.9397546
10/07/14;83.52162727;192.7218642;169.5865083
09/07/14;95.31520022;188.3478032;175.3274894
08/07/14;86.16075993;191.4762569;168.2347527
07/07/14;94.17852634;188.4759723;171.1658135
03/07/14;80.60075202;195.2100596;174.518466
02/07/14;85.08369267;182.7675661;176.4174805
01/07/14;98.16557434;190.5228615;169.9938594
30/06/14;88.44951453;188.1545928;168.3243816
27/06/14;82.06080402;181.6125544;169.7179959
26/06/14;98.77036483;188.5239637;173.3721675
25/06/14;89.98577128;185.9123216;175.649975
24/06/14;84.57183922;183.1861718;174.7191448
23/06/14;88.63622976;187.151824;175.3182568
20/06/14;85.58496803;176.2460024;176.0721684
19/06/14;84.15215403;184.3500643;174.6121271
18/06/14;98.00052934;177.3153556;179.5840714
17/06/14;93.75168317;180.3083901;178.5366256
16/06/14;87.47809461;175.5015755;174.3116596
13/06/14;91.16360617;190.4307109;172.7040137
12/06/14;97.53350694;177.9052945;175.0884528
11/06/14;87.04544085;188.8969069;174.3761041
10/06/14;97.98222773;190.2333654;171.3322982
09/06/14;92.26695317;183.8082359;169.2370923
06/06/14;80.49480283;179.0664079;169.2524946
05/06/14;80.26623975;185.6604259;172.7289745
04/06/14;99.19284295;187.9734429;172.1852415
03/06/14;92.49072374;190.6073871;170.1324298
02/06/14;92.00314917;183.9393607;167.0973864
30/05/14;96.46192052;189.4278938;161.2377956
29/05/14;98.64344388;182.8611122;162.8056674
28/05/14;82.37404569;182.0185769;164.1791342
27/05/14;90.95742557;180.6945213;167.921268
23/05/14;83.6384643;188.9523099;161.9458154
22/05/14;96.69653841;190.017901;170.8382031
21/05/14;96.56360883;181.7579826;159.7660675
20/05/14;88.98313395;186.867892;158.8641686
19/05/14;89.53204442;193.771572;162.5000674
16/05/14;93.68173912;191.8454772;162.6456883
15/05/14;86.46282695;179.9910866;166.8816354
14/05/14;98.51479398;192.8781045;162.4703408
13/05/14;85.16139504;186.2748297;166.4666451
12/05/14;86.78470734;189.1353291;170.5851717
09/05/14;100.0835147;190.9913622;164.5452008
08/05/14;92.65829006;182.5393161;162.5288118
07/05/14;87.13551991;196.8724709;158.9018105
06/05/14;82.89786225;190.0590188;157.4638664
05/05/14;100.1919128;186.0350945;160.4269153
02/05/14;93.8569313;194.980612;164.2661657
01/05/14;84.55965981;195.5143153;167.8975526
30/04/14;98.07306169;193.9628204;162.7798681
29/04/14;98.45481792;193.5334396;162.7851715
28/04/14;82.85456821;186.9326415;159.7210914
25/04/14;87.71296344;195.3792409;161.0539405
24/04/14;86.00436125;183.9997074;171.5787945
23/04/14;90.94629789;194.6406737;167.5728764
22/04/14;91.69901938;182.9334278;160.8219616
21/04/14;98.13827579;192.4194079;161.3931825
17/04/14;90.53887082;184.9984236;162.2853202
16/04/14;84.85829409;199.5946865;160.0647043
15/04/14;82.76889085;189.9597099;159.2096757
14/04/14;99.32157138;196.1321179;159.143479
